name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;958;0;982;3133;1802;3133;1755;0
header;188;163;188;195;1809;195;1809;163
A;1276;114;1276;118;1278;118;1278;114
A;990;227;990;253;1013;253;1013;227
A;1123;488;1123;488;1123;488;1123;488
B;994;898;994;924;1015;924;1015;898
A;1584;990;1584;990;1584;990;1584;990
A;1456;1065;1456;1077;1464;1077;1464;1065
C;994;1565;994;1594;1015;1594;1015;1565
A;1114;1732;1114;1732;1114;1732;1114;1732
B;1681;1754;1681;1765;1688;1765;1688;1754
A;976;1970;976;1972;977;1972;977;1970
D;998;2236;998;2263;1020;2263;1020;2236
B;1272;2724;1272;2739;1280;2739;1280;2724
A;1407;2828;1407;2842;1414;2842;1414;2828
A;1146;2829;1146;2844;1154;2844;1154;2829
D;1495;2862;1495;2878;1503;2878;1503;2862
A;1039;2865;1039;2881;1047;2881;1047;2865
